"SYMBOL","GENENAME","ENTREZID","iso_ref","gene_ref","isoform_id","gene_id","condition_1","condition_2","gene_biotype","iso_biotype","gene_overall_mean","gene_value_1","gene_value_2","gene_stderr_1","gene_stderr_2","gene_log2_fold_change","gene_q_value","iso_overall_mean","iso_value_1","iso_value_2","iso_stderr_1","iso_stderr_2","iso_log2_fold_change","iso_q_value","IF_overall","IF1","IF2","dIF","isoform_switch_q_value","gene_switch_q_value","PTC","IR","switchConsequencesGene"
"Nfkbie","nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, epsilon","18037","isoComp_00050083","geneComp_00018167","ENSMUST00000233379.2","Nfkbie","sgC9","sgNTC","protein_coding","retained_intron",16.6080141282813,15.7494823988446,17.466545857718,0.674607838056291,0.542915606753453,0.149199920348998,NA,0.954061497036571,0.745696154716003,1.16242683935714,0.0889203073908726,0.351555511998275,0.633619712976476,NA,0.0576166666666667,0.0479,0.0673333333333333,0.0194333333333333,0.841425959432751,0.0389270806494419,TRUE,1,FALSE
"Ctu2","cytosolic thiouridylase subunit 2","66965","isoComp_00016630","geneComp_00004552","ENSMUST00000131934.2","Ctu2","sgC9","sgNTC","protein_coding","retained_intron",24.699719658666,18.4402203636778,30.9592189536542,2.3105252920272,3.13139901400675,0.747196951091093,NA,0.411262343585051,0.109971630053022,0.712553057117081,0.0297675862113108,0.450910346257716,2.59041023969759,NA,0.0153333333333333,0.00573333333333333,0.0249333333333333,0.0192,0.713867609204532,0.0192186155926341,FALSE,1,TRUE
"Cyb5r1","cytochrome b5 reductase 1","72017","isoComp_00016867","geneComp_00004607","ENSMUST00000133686.8","Cyb5r1","sgC9","sgNTC","protein_coding","retained_intron",36.4126210739902,34.9405042163041,37.8847379316763,2.34930616028752,1.31633516433982,0.116684260571215,NA,1.4941847088991,1.77522125898184,1.21314815881635,0.193154021282281,0.226580319537423,-0.54550372509646,NA,0.0412833333333333,0.0508333333333333,0.0317333333333333,-0.0191,0.22575620528221,2.79654454126108e-10,FALSE,2,TRUE
"Acy3","aminoacylase 3","71670","isoComp_00003749","geneComp_00001399","ENSMUST00000237910.2","Acy3","sgC9","sgNTC","protein_coding","protein_coding",14.0411946539244,13.4401456360408,14.642243671808,0.175826098553952,1.41193496201533,0.123499804729789,NA,0.375899501969795,0.504811041638886,0.246987962300704,0.285308110366057,0.246987962300704,-1.00234221371907,NA,0.0277166666666667,0.0372333333333333,0.0182,-0.0190333333333333,0.751232971623507,0.0272248386186363,FALSE,1,FALSE
"Srsf3","serine and arginine-rich splicing factor 3","20383","isoComp_00069921","geneComp_00023118","ENSMUST00000150157.3","Srsf3","sgC9","sgNTC","protein_coding","retained_intron",104.946330887241,66.5288388467973,143.363822927684,1.85685377790394,2.1245964251577,1.10751304660236,NA,1.97701596048718,2.12794529212465,1.82608662884971,0.376391232413913,0.340209992491924,-0.219590807908785,NA,0.0223,0.0318,0.0128,-0.019,0.0578883807342795,8.93981976023048e-25,TRUE,1,TRUE
"Vcan","versican","13003","isoComp_00078795","geneComp_00025135","ENSMUST00000160740.8","Vcan","sgC9","sgNTC","protein_coding","protein_coding",39.5671067509618,32.9231796556424,46.2110338462811,2.16025321418228,1.68065426343269,0.489007720576919,NA,1.60457309564052,1.00127045639015,2.20787573489088,0.41210891070046,0.255912179402559,1.13300964879391,NA,0.0387833333333333,0.0293,0.0482666666666667,0.0189666666666667,0.575803074288124,6.36148241459587e-17,FALSE,1,TRUE
"Tmem208","transmembrane protein 208","66320","isoComp_00074152","geneComp_00024071","ENSMUST00000126705.9","Tmem208","sgC9","sgNTC","protein_coding","nonsense_mediated_decay",44.7136801589009,45.3225969171531,44.1047634006486,0.520892901740057,1.35362350261505,-0.0392872622235565,NA,5.28816217472558,5.81061764062718,4.76570670882397,0.745709728685285,0.974578805588473,-0.285458010436431,NA,0.118983333333333,0.128366666666667,0.1096,-0.0187666666666667,0.838591755623624,1.72454888781305e-09,TRUE,1,TRUE
"Eps8l1","EPS8-like 1","67425","isoComp_00023063","geneComp_00006777","ENSMUST00000170635.2","Eps8l1","sgC9","sgNTC","protein_coding","protein_coding",4.60137295376473,4.2825834969804,4.92016241054905,0.449299737134038,0.514930574174891,0.199788975966123,NA,0.0717373466644995,0.110111604409693,0.0333630889193056,0.0536515906085494,0.0333630889193056,-1.46983610750946,NA,0.0153,0.0246,0.006,-0.0186,0.776643276409929,0.0341054149445705,TRUE,1,TRUE
"Xaf1","XIAP associated factor 1","327959","isoComp_00080158","geneComp_00025538","ENSMUST00000142921.2","Xaf1","sgC9","sgNTC","protein_coding","retained_intron",6.72617543313843,9.34000123480951,4.11234963146735,0.162828822453598,0.620396301626075,-1.18149968524944,NA,0.178326702169525,0.306956987439635,0.0496964168994146,0.0672712417060722,0.0219090997139582,-2.40857082741068,NA,0.0237166666666667,0.0329,0.0145333333333333,-0.0183666666666667,0.610557285922462,0.0014124113773213,FALSE,1,TRUE
"Hinfp","histone H4 transcription factor","102423","isoComp_00037835","geneComp_00015155","ENSMUST00000217137.2","Hinfp","sgC9","sgNTC","protein_coding","retained_intron",11.8508900951444,10.8411676150665,12.8606125752224,0.777071820347776,1.4958321821191,0.246230431164018,NA,0.407390573837419,0.484107356664514,0.330673791010324,0.244059054857294,0.098286290457894,-0.536433574810077,NA,0.0351833333333333,0.0443333333333333,0.0260333333333333,-0.0183,0.908408193594777,0.0356402245617569,NA,1,TRUE
"Slc4a2","solute carrier family 4 (anion exchanger), member 2","20535","isoComp_00067458","geneComp_00022516","ENSMUST00000146765.2","Slc4a2","sgC9","sgNTC","protein_coding","retained_intron",39.7775680330103,34.3175766582329,45.2375594077878,2.00755691404432,1.00335237123359,0.39847196287226,NA,0.834048130208145,0.35657085495346,1.31152540546283,0.283465498737213,0.399692823988767,1.85004016930452,NA,0.0204166666666667,0.0114666666666667,0.0293666666666667,0.0179,0.410403490590069,0.000137994391662421,TRUE,1,FALSE
"Dleu2","deleted in lymphocytic leukemia, 2","668253","isoComp_00018646","geneComp_00005056","ENSMUST00000182756.9","Dleu2","sgC9","sgNTC","lncRNA","lncRNA",7.35379093613425,6.67384874710585,8.03373312516265,0.957199211300946,0.935770552031935,0.26718613058481,NA,0.0921698770374526,0.139584074726769,0.0447556793481365,0.0542749118622214,0.0273356955225794,-1.4498760724931,NA,0.0150333333333333,0.0238,0.00626666666666667,-0.0175333333333333,0.521447361814919,3.58857041846164e-08,FALSE,1,TRUE
"Trim68","tripartite motif-containing 68","101700","isoComp_00075852","geneComp_00024506","ENSMUST00000210406.2","Trim68","sgC9","sgNTC","protein_coding","retained_intron",3.55049172021063,3.37481125308019,3.72617218734107,0.300369822959284,0.143123821567251,0.142485558266198,NA,0.148881899697206,0.119590651514059,0.178173147880354,0.110549335622593,0.00179188191290735,0.538099123616542,NA,0.0393666666666667,0.0307666666666667,0.0479666666666667,0.0172,0.718082552333378,0.00109234114785661,NA,1,TRUE
"Oxa1l","oxidase assembly 1-like","69089","isoComp_00052723","geneComp_00019006","ENSMUST00000228567.2","Oxa1l","sgC9","sgNTC","protein_coding","retained_intron",31.0689708876592,31.133972326514,31.0039694488043,0.428861281188173,0.195886159310319,-0.00603478091753703,NA,0.362923099372824,0.630991180318854,0.0948550184267933,0.219729131138447,0.0711214879783626,-2.61190859492714,NA,0.0115666666666667,0.0200666666666667,0.00306666666666667,-0.017,0.187957215856857,9.65218211920063e-05,FALSE,1,TRUE
"Catip","ciliogenesis associated TTC17 interacting protein","241112","isoComp_00011189","geneComp_00003203","ENSMUST00000191010.2","Catip","sgC9","sgNTC","protein_coding","retained_intron",4.53616728507324,5.3116539956906,3.76068057445588,0.719426905932877,1.09174687599488,-0.497049771312888,NA,1.25706433703615,1.4255802466963,1.088548427376,0.0423287379687585,0.329839600067413,-0.386035507626543,NA,0.286916666666667,0.278433333333333,0.2954,0.0169666666666667,0.962546628520906,0.0182041439373448,FALSE,1,FALSE
"Gm28036",NA,NA,"isoComp_00030998","geneComp_00010652","ENSMUST00000132494.8","Gm28036","sgC9","sgNTC","protein_coding","nonsense_mediated_decay",14.356788519214,13.3005004788523,15.4130765595756,1.19047382127707,1.51348434975584,0.212525761383612,NA,0.248152209903555,0.326549570052926,0.169754849754183,0.318415216526942,0.160099536008997,-0.904788318762378,NA,0.0201166666666667,0.0284333333333333,0.0118,-0.0166333333333333,0.998831509026011,0.00842870077582985,TRUE,2,TRUE
"Dscc1","DNA replication and sister chromatid cohesion 1","72107","isoComp_00019693","geneComp_00005288","ENSMUST00000143523.2","Dscc1","sgC9","sgNTC","protein_coding","retained_intron",10.7991222262358,8.31276540973973,13.2854790427318,0.705637617245956,0.419551706387672,0.675800880959527,NA,0.132768113326915,0.1852574376307,0.0802787890231288,0.0231814729659717,0.0128984876797177,-1.11291853187386,NA,0.0141833333333333,0.0223333333333333,0.00603333333333333,-0.0163,0.278404072093307,1.8962643925148e-09,FALSE,1,TRUE
"Madd","MAP-kinase activating death domain","228355","isoComp_00044132","geneComp_00016814","ENSMUST00000146097.2","Madd","sgC9","sgNTC","protein_coding","retained_intron",16.5171950568579,19.0495136341572,13.9848764795586,1.13431292542761,0.269970898698975,-0.445612551064581,NA,0.18571941547456,0.0760722202092005,0.29536661073992,0.0685059327212692,0.273052526154431,1.82692273589768,NA,0.0123166666666667,0.00416666666666667,0.0204666666666667,0.0163,0.957445619517292,5.03620549748913e-11,TRUE,1,FALSE
"Ankrd49","ankyrin repeat domain 49","56503","isoComp_00005680","geneComp_00001866","ENSMUST00000214456.2","Ankrd49","sgC9","sgNTC","protein_coding","protein_coding",10.2377931421739,5.59980843350141,14.8757778508464,0.152253961900962,0.766539699295538,1.40791120011665,NA,0.543326236199184,0.223616490732646,0.863035981665723,0.10091784178973,0.193831576413281,1.90189899883172,NA,0.0488833333333333,0.0408333333333333,0.0569333333333333,0.0161,0.780308937696376,0.00717451978019845,FALSE,1,TRUE
"Ncoa7","nuclear receptor coactivator 7","211329","isoComp_00049319","geneComp_00018003","ENSMUST00000217644.2","Ncoa7","sgC9","sgNTC","protein_coding","protein_coding",6.12906479027937,5.61162399765129,6.64650558290745,0.860565123414329,0.619091338802794,0.243778052666982,NA,0.0643658903550299,0.0224562154525876,0.106275565257472,0.0146650718066827,0.0739761242831387,1.84098126356393,NA,0.0109833333333333,0.00336666666666667,0.0186,0.0152333333333333,0.813820259202937,0.0346334966811562,FALSE,1,FALSE
"Rpl38","ribosomal protein L38","67671","isoComp_00062994","geneComp_00021378","ENSMUST00000106599.8","Rpl38","sgC9","sgNTC","protein_coding","protein_coding",3256.82005045293,3624.80763336515,2888.83246754071,82.7270437116009,93.2993786206603,-0.327416880196599,NA,33.9399804139343,13.6775502399436,54.202410587925,1.53495072550648,3.68689773791425,1.98575889855189,NA,0.01125,0.00376666666666667,0.0187333333333333,0.0149666666666667,1.39241096349353e-17,1.39241096349353e-17,FALSE,1,FALSE
"Mrpl48","mitochondrial ribosomal protein L48","52443","isoComp_00047461","geneComp_00017564","ENSMUST00000138448.3","Mrpl48","sgC9","sgNTC","protein_coding","protein_coding",24.55290996247,23.9035732973283,25.2022466276117,2.18216418259327,1.80204851829091,0.0762949588716505,NA,0.94112762270931,0.691313566423418,1.1909416789952,0.349432657868657,0.477018628508536,0.776034550210806,NA,0.0386,0.0311333333333333,0.0460666666666667,0.0149333333333333,0.724317269352234,0.0319243695538957,NA,1,TRUE
"Coq6","coenzyme Q6 monooxygenase","217707","isoComp_00015402","geneComp_00004272","ENSMUST00000156592.2","Coq6","sgC9","sgNTC","protein_coding","retained_intron",20.1765830775649,18.4065740949426,21.9465920601871,0.52260810624534,1.59207865073333,0.253649435235502,NA,0.2159294250113,0.335250705643178,0.0966081443794225,0.175401124280476,0.0966081443794225,-1.69532670547443,NA,0.0113,0.0186333333333333,0.00396666666666667,-0.0146666666666667,0.699081982324584,0.00532449746902892,NA,1,TRUE
"Anpep","alanyl aminopeptidase, membrane","16790","isoComp_00005831","geneComp_00001898","ENSMUST00000107392.8","Anpep","sgC9","sgNTC","protein_coding","protein_coding",53.6400304460991,60.3267763679427,46.9532845242554,1.28949803779612,3.30885026848918,-0.361504307850327,NA,17.6342092349244,20.4101131169016,14.8583053529473,1.51406405490581,1.21155369943316,-0.457750635531734,NA,0.330733333333333,0.338066666666667,0.3234,-0.0146666666666667,0.972604565514969,2.94712918527497e-65,FALSE,1,TRUE
"Zc3h18","zinc finger CCCH-type containing 18","76014","isoComp_00080834","geneComp_00025692","ENSMUST00000177123.2","Zc3h18","sgC9","sgNTC","protein_coding","retained_intron",49.6791319357088,41.6908276328926,57.6674362385249,0.71907515016081,2.33044786627501,0.467931021219742,NA,0.68286141313679,0.924930639507894,0.440792186765687,0.0946224096546797,0.0037384336682142,-1.05239682792684,NA,0.0149666666666667,0.0222666666666667,0.00766666666666667,-0.0146,0.022043393914044,3.99851142390602e-06,FALSE,1,FALSE
"Zfp865","zinc finger protein 865","319748","isoComp_00082385","geneComp_00026068","ENSMUST00000207193.2","Zfp865","sgC9","sgNTC","protein_coding","retained_intron",15.0652004184394,12.2911758161255,17.8392250207533,0.166354379405546,0.703589243272015,0.537065213425063,NA,7.43763169776511,6.18001739484642,8.6952460006838,0.1263650632608,0.214365557504611,0.491941603801089,NA,0.495483333333333,0.502733333333333,0.488233333333333,-0.0145,0.886228985437899,6.29340105870057e-06,FALSE,1,TRUE
"Dapk3","death-associated protein kinase 3","13144","isoComp_00017430","geneComp_00004793","ENSMUST00000220076.2","Dapk3","sgC9","sgNTC","protein_coding","retained_intron",31.5690175502882,38.4791512151416,24.6588838854348,2.54927902531276,2.24942783178012,-0.641759412281788,NA,0.564468260265684,0.897339959439361,0.231596561092008,0.344031017511656,0.126685547943625,-1.9090432773808,NA,0.0166166666666667,0.0238333333333333,0.0094,-0.0144333333333333,0.72748769241918,5.72739270553399e-17,TRUE,1,TRUE
"Ccdc130",NA,NA,"isoComp_00011451","geneComp_00003273","ENSMUST00000166285.2","Ccdc130","sgC9","sgNTC","protein_coding","retained_intron",26.3586734830123,29.907053299474,22.8102936665507,2.15512328166137,0.940013189633976,-0.390650725698354,NA,0.43799955909229,0.323901168148429,0.552097950036151,0.0519418932740667,0.232300482450378,0.751400412774855,NA,0.0178833333333333,0.0106666666666667,0.0251,0.0144333333333333,0.610543823421884,0.000508979219777344,FALSE,1,TRUE
"Acp1","acid phosphatase 1, soluble","11431","isoComp_00003512","geneComp_00001339","ENSMUST00000219697.2","Acp1","sgC9","sgNTC","protein_coding","nonsense_mediated_decay",48.9823296845617,46.1439789298755,51.820680439248,0.292873438628947,0.643138858354753,0.167351305889831,NA,2.24036179435933,2.46036419856973,2.02035939014894,0.0910346959472455,0.363375130365912,-0.282988631013806,NA,0.0461333333333333,0.0533333333333333,0.0389333333333333,-0.0144,0.576516736907471,0.00435483102810771,TRUE,1,FALSE
"Ppp4r3a","protein phosphatase 4 regulatory subunit 3A","68734","isoComp_00057540","geneComp_00020095","ENSMUST00000222956.2","Ppp4r3a","sgC9","sgNTC","protein_coding","retained_intron",14.0184118113271,12.9499749982597,15.0868486243946,1.54339049224469,0.511991055565662,0.220184492086911,NA,0.461361488818485,0.514948817799703,0.407774159837266,0.0137428601053847,0.117993847177139,-0.329453506112712,NA,0.0335666666666667,0.0406,0.0265333333333333,-0.0140666666666667,0.731030322622535,0.000130505136291796,FALSE,1,TRUE
"Cenpl","centromere protein L","70454","isoComp_00013088","geneComp_00003711","ENSMUST00000195571.2","Cenpl","sgC9","sgNTC","protein_coding","nonsense_mediated_decay",16.0093135139009,15.9449840091912,16.0736430186105,0.888615992721603,0.797092636738809,0.0115870578638362,NA,0.381357032487883,0.270791044652142,0.491923020323625,0.056689560109844,0.0248568347518971,0.837969191646004,NA,0.02365,0.0166666666666667,0.0306333333333333,0.0139666666666667,0.44340635469786,0.035388354807591,TRUE,1,TRUE
"Samhd1","SAM domain and HD domain, 1","56045","isoComp_00064130","geneComp_00021712","ENSMUST00000123932.8","Samhd1","sgC9","sgNTC","protein_coding","nonsense_mediated_decay",75.2146736997519,77.9731391996996,72.4562081998042,2.87874862941173,1.38621880849208,-0.105853824216277,NA,0.816999138550232,1.34998806000612,0.284010217094339,0.195879346276949,0.102336977669179,-2.2096557895404,NA,0.0107333333333333,0.0175333333333333,0.00393333333333333,-0.0136,0.0370805470170733,3.1607095395615e-10,FALSE,1,FALSE
"Zgpat","zinc finger, CCCH-type with G patch domain","229007","isoComp_00082721","geneComp_00026168","ENSMUST00000131284.8","Zgpat","sgC9","sgNTC","protein_coding","retained_intron",14.1440300086147,12.0156631521206,16.2723968651088,0.912319960740621,0.822836435222669,0.437196635240537,NA,0.797818499759854,0.760143568368577,0.835493431151131,0.0263375317471239,0.263997019296514,0.13466613129725,NA,0.0575333333333333,0.0642,0.0508666666666667,-0.0133333333333333,0.819778426779201,0.0277092419703553,TRUE,5,TRUE
"1110038B12Rik","RIKEN cDNA 1110038B12 gene","68763","isoComp_00000108","geneComp_00000034","ENSMUST00000241056.1","1110038B12Rik","sgC9","sgNTC","lncRNA","lncRNA",322.971707817765,355.728163406008,290.215252229521,12.6230725000252,4.371995669067,-0.293642701858427,NA,3.29612551207826,1.53600939283443,5.05624163132208,1.09435478322717,0.0546497954920825,1.71236680272254,NA,0.0109833333333333,0.00456666666666667,0.0174,0.0128333333333333,0.305218609854083,4.46477090631468e-16,FALSE,4,TRUE
"Zfp326","zinc finger protein 326","54367","isoComp_00081513","geneComp_00025835","ENSMUST00000150109.8","Zfp326","sgC9","sgNTC","protein_coding","retained_intron",18.960127597383,14.1311441774135,23.7891110173526,0.146989736172433,2.64268530240194,0.751008829570877,NA,0.197132570217895,0.25357860790998,0.140686532525811,0.049857769330573,0.0791369925174421,-0.806682802575653,NA,0.0116333333333333,0.0179666666666667,0.0053,-0.0126666666666667,0.367683656243095,0.000296534930804157,FALSE,1,TRUE
"Fbxo17","F-box protein 17","50760","isoComp_00024705","geneComp_00007188","ENSMUST00000032818.13","Fbxo17","sgC9","sgNTC","protein_coding","protein_coding",13.7925200598637,10.7432513637876,16.8417887559397,0.333067330793183,0.928263527188441,0.648128795870109,NA,3.19861857457934,2.40441133209893,3.99282581705975,0.104003665475915,0.181115962207453,0.729347355907932,NA,0.231033333333333,0.224733333333333,0.237333333333333,0.0126,0.846851578076231,3.95670358649721e-05,FALSE,1,TRUE
"Zfp598","zinc finger protein 598","213753","isoComp_00081948","geneComp_00025951","ENSMUST00000234988.2","Zfp598","sgC9","sgNTC","protein_coding","retained_intron",37.2166858292144,40.8883102599959,33.5450613984329,1.39658537606026,0.929854122838448,-0.285510841587013,NA,2.42318854296112,2.88408908580445,1.96228800011779,0.0346782936067401,0.143988620135942,-0.553239097295364,NA,0.0646333333333333,0.0707666666666667,0.0585,-0.0122666666666667,0.664368259741847,4.16610520188051e-05,FALSE,1,FALSE
"Rpl22l1","ribosomal protein L22 like 1","68028","isoComp_00062845","geneComp_00021316","ENSMUST00000191691.2","Rpl22l1","sgC9","sgNTC","protein_coding","retained_intron",111.411530405959,124.934982019102,97.8880787928168,3.29458379057939,1.31349061321083,-0.351940508799313,NA,1.92690112768921,1.47613564892323,2.37766660645518,0.45762878670779,0.0153350736587,0.684035599234433,NA,0.0181666666666667,0.0120333333333333,0.0243,0.0122666666666667,0.244541490369032,6.46984131387492e-34,NA,1,TRUE
"Gramd1b","GRAM domain containing 1B","235283","isoComp_00036273","geneComp_00014689","ENSMUST00000045682.7","Gramd1b","sgC9","sgNTC","protein_coding","protein_coding",8.66114400055927,7.75100985860371,9.57127814251483,0.525353214028982,0.579480831147136,0.303973736957451,NA,2.92407635504859,2.56699185597167,3.28116085412551,0.141825751346147,0.173194139503545,0.352908561431387,NA,0.341883333333333,0.336033333333333,0.347733333333333,0.0117,1,0.000209897666931127,FALSE,1,TRUE
"Chchd7","coiled-coil-helix-coiled-coil-helix domain containing 7","66433","isoComp_00013687","geneComp_00003850","ENSMUST00000119307.8","Chchd7","sgC9","sgNTC","protein_coding","protein_coding",56.0726271362455,65.9268565082055,46.2183977642854,6.20400614194183,5.36148821954026,-0.512305748312623,NA,2.23792037774371,2.21189326542782,2.2639474900596,0.105141218684088,0.962118106526204,0.0334094252504556,NA,0.0396166666666667,0.0338666666666667,0.0453666666666667,0.0115,0.859397187957156,0.000375144403939564,FALSE,1,FALSE
"Trpm4","transient receptor potential cation channel, subfamily M, member 4","68667","isoComp_00076196","geneComp_00024578","ENSMUST00000209239.2","Trpm4","sgC9","sgNTC","protein_coding","retained_intron",10.7002346724303,12.078202605741,9.32226673911955,1.37594542842013,0.543617555636286,-0.373300297483784,NA,0.173779336508464,0.254415319170841,0.0931433538460863,0.0436966950988828,0.0207013800543225,-1.35815490067458,NA,0.01575,0.0214,0.0101,-0.0113,0.531055135857691,1.34430925184667e-05,TRUE,1,TRUE
"Lman1","lectin, mannose-binding, 1","70361","isoComp_00043003","geneComp_00016523","ENSMUST00000236866.2","Lman1","sgC9","sgNTC","protein_coding","protein_coding",88.0299370373389,89.6686412213456,86.3912328533322,4.00651174223762,8.51733235598255,-0.053712520857051,NA,25.4984704671113,25.7213749902156,25.275565944007,0.712365653638672,0.722950204865965,-0.0252144820902726,NA,0.292933333333333,0.2874,0.298466666666667,0.0110666666666667,0.715779874299434,0.0172374273087085,FALSE,1,FALSE
"Mars1","methionine-tRNA synthetase 1","216443","isoComp_00044845","geneComp_00016972","ENSMUST00000145275.8","Mars1","sgC9","sgNTC","protein_coding","retained_intron",70.2402747759399,74.253099391239,66.2274501606408,4.70096824410136,5.18884849396806,-0.164998390995353,NA,1.71418778397564,2.21794839395323,1.21042717399804,0.306825284304585,0.197931615001424,-0.86832960747402,NA,0.0245333333333333,0.0300666666666667,0.019,-0.0110666666666667,0.508152361940396,1.32322554325352e-46,TRUE,2,TRUE
"Phf12","PHD finger protein 12","268448","isoComp_00054759","geneComp_00019484","ENSMUST00000141620.2","Phf12","sgC9","sgNTC","protein_coding","retained_intron",39.3288437211674,43.5471236744783,35.1105637678564,1.17757509304478,1.13396092419222,-0.310592684094942,NA,1.75317754876277,2.14288422533807,1.36347087218747,0.215443170248983,0.247833928064511,-0.64844442358772,NA,0.04395,0.0494,0.0385,-0.0109,0.695860466203621,2.38454486716315e-05,NA,1,TRUE
"Ralgds","ral guanine nucleotide dissociation stimulator","19730","isoComp_00060265","geneComp_00020725","ENSMUST00000128680.2","Ralgds","sgC9","sgNTC","protein_coding","retained_intron",37.9995001143542,42.3341622985032,33.6648379302052,1.61832546561302,1.076977271329,-0.330492086397309,NA,0.467384683904015,0.329295334385198,0.605474033422832,0.131109967205168,0.0261076656625314,0.859156399492127,NA,0.0128,0.0076,0.018,0.0104,0.180472750585855,0.044749181348626,TRUE,1,FALSE
"Zfp606","zinc finger protein 606","67370","isoComp_00081964","geneComp_00025956","ENSMUST00000123589.8","Zfp606","sgC9","sgNTC","protein_coding","protein_coding",2.35960256007874,2.30677693749049,2.41242818266699,0.0816212890957121,0.0520586821879894,0.0643347487280488,NA,0.293530774758901,0.300272850688836,0.286788698828966,0.0691602128598681,0.0588340045126066,-0.0641013067274226,NA,0.123166666666667,0.128366666666667,0.117966666666667,-0.0104,0.956616259092308,0.0263167779608376,FALSE,1,FALSE
"Tmem80","transmembrane protein 80","71448","isoComp_00074495","geneComp_00024168","ENSMUST00000134221.2","Tmem80","sgC9","sgNTC","protein_coding","retained_intron",7.3491832087115,7.26159365654568,7.43677276087732,0.636519580573868,1.26937888980257,0.034343751581381,NA,0.508242038122835,0.445513815205915,0.570970261039755,0.0844834727760185,0.247384800574066,0.350969506255196,NA,0.0659,0.0607666666666667,0.0710333333333333,0.0102666666666667,0.924292885854446,0.00991916481591735,FALSE,1,TRUE
"Lsm2","LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated","27756","isoComp_00043702","geneComp_00016705","ENSMUST00000174860.8","Lsm2","sgC9","sgNTC","protein_coding","retained_intron",106.335773036129,97.7037327844599,114.967813287799,4.14117703292124,5.39998751517012,0.234722258805102,NA,3.15162087776035,2.39036295118546,3.91287880433523,0.113044294486841,0.453622036672645,0.708660197037212,NA,0.0295,0.0246666666666667,0.0343333333333333,0.00966666666666667,0.579150573208573,0.00179827513018762,TRUE,1,TRUE
"Ppp1r18","protein phosphatase 1, regulatory subunit 18","76448","isoComp_00057310","geneComp_00020048","ENSMUST00000127442.8","Ppp1r18","sgC9","sgNTC","protein_coding","protein_coding",93.4844085757669,107.366709213261,79.6021079382726,1.84345188671842,1.12320656346995,-0.431621329028091,NA,2.03273646366535,1.89174959969219,2.17372332763852,0.113522249562716,0.165836933222082,0.199462780561542,NA,0.0224833333333333,0.0176666666666667,0.0273,0.00963333333333333,0.180162288013403,0.000252011463838591,FALSE,1,FALSE
"Arhgef18","Rho/Rac guanine nucleotide exchange factor 18","102098","isoComp_00006764","geneComp_00002103","ENSMUST00000131773.8","Arhgef18","sgC9","sgNTC","protein_coding","retained_intron",10.3012057809826,9.26707402852533,11.3353375334399,0.377503317635022,0.826804573007042,0.290357772113352,NA,0.181847034471538,0.11712906279313,0.246565006149945,0.0315329526672294,0.0467586663292454,1.01303052883709,NA,0.0173666666666667,0.0125666666666667,0.0221666666666667,0.0096,0.738280716010853,5.54234304818923e-10,FALSE,1,TRUE
"Pacs2","phosphofurin acidic cluster sorting protein 2","217893","isoComp_00052897","geneComp_00019048","ENSMUST00000221475.2","Pacs2","sgC9","sgNTC","protein_coding","retained_intron",28.6870270395839,29.2987158397323,28.0753382394356,1.03766693585922,1.35177022891544,-0.0615125799905499,NA,0.521329718881282,0.669009242923106,0.373650194839458,0.350215130473772,0.190565132525787,-0.823639725514623,NA,0.0173666666666667,0.0220666666666667,0.0126666666666667,-0.0094,0.935018348793995,0.0196091530172099,TRUE,1,FALSE
"Pkn1","protein kinase N1","320795","isoComp_00055560","geneComp_00019653","ENSMUST00000146057.2","Pkn1","sgC9","sgNTC","protein_coding","protein_coding_CDS_not_defined",52.5758943351518,60.2767314124102,44.8750572578933,0.192121880589064,0.783635142288845,-0.42560527694048,NA,0.753453340626424,0.632212861277795,0.874693819975053,0.116752622993438,0.501458917575409,0.462126687726324,NA,0.0151666666666667,0.0105,0.0198333333333333,0.00933333333333334,0.994583864513181,2.45888932647661e-08,FALSE,1,FALSE
"Zranb2","zinc finger, RAN-binding domain containing 2","53861","isoComp_00082974","geneComp_00026223","ENSMUST00000152882.2","Zranb2","sgC9","sgNTC","protein_coding","retained_intron",33.4759717823316,32.5660099704077,34.3859335942554,2.41646705286406,2.8771682836849,0.0784281065455174,NA,2.22394194025673,1.98740893909043,2.46047494142303,0.0641146641051434,0.349843475226679,0.306658689401064,NA,0.0661666666666667,0.0615333333333333,0.0708,0.00926666666666667,0.78323346598448,2.67934262917254e-11,TRUE,1,FALSE
"Sh3bp1","SH3-domain binding protein 1","20401","isoComp_00065862","geneComp_00022124","ENSMUST00000001226.11","Sh3bp1","sgC9","sgNTC","protein_coding","protein_coding",53.8678199706857,64.0192269327698,43.7164130086015,4.87076096233726,0.3753528013765,-0.550225586210363,NA,29.7235733226186,34.8575121570098,24.5896344882274,1.34734100886763,1.74349017772582,-0.503246550041713,NA,0.558166666666667,0.553533333333333,0.5628,0.00926666666666665,0.863874211364083,0.00224852704578384,FALSE,1,FALSE
"Fam193b","family with sequence similarity 193, member B","212483","isoComp_00024145","geneComp_00007046","ENSMUST00000225703.2","Fam193b","sgC9","sgNTC","protein_coding","retained_intron",17.0042708860547,20.44991667659,13.5586250955194,0.696908468232164,0.175296993844171,-0.592525729359903,NA,3.48509815549695,4.12534201009864,2.84485430089527,0.498416631172677,0.171703235904811,-0.534589532542076,NA,0.205183333333333,0.2006,0.209766666666667,0.00916666666666668,0.930106947155573,0.0414896286161828,FALSE,1,FALSE
